Date,Temp,Humidity_Pcnt,Radiation,Precip,Temp_Feels,Clouds_Pcnt,Wind,Year,Month,Day,Weekday
2012-01-09,34.6,82.6,35.2,0.2,30.8,79.8,4.3,2012,1,9,0
2012-01-10,37.3,84.4,106.7,0.0,32.3,7.1,7.2,2012,1,10,1
2012-01-11,41.3,91.1,51.8,0.8,35.9,78.6,9.9,2012,1,11,2
2012-01-12,49.4,91.8,104.3,0.3,45.0,47.9,10.9,2012,1,12,3
2012-01-13,34.4,68.0,83.0,0.1,24.3,42.2,17.0,2012,1,13,4
2012-01-14,29.9,54.4,110.7,0.0,21.1,27.0,10.3,2012,1,14,5
2012-01-15,27.1,49.0,114.3,0.0,18.9,8.1,8.3,2012,1,15,6
2012-01-16,31.8,57.3,107.3,0.0,23.2,29.5,11.9,2012,1,16,0
2012-01-17,48.2,86.7,56.1,0.2,41.6,73.3,18.5,2012,1,17,1
2012-01-18,36.5,66.6,117.0,0.0,28.4,38.5,13.7,2012,1,18,2
2012-01-19,33.0,57.7,115.2,0.0,25.8,34.4,9.6,2012,1,19,3
2012-01-20,31.5,57.3,81.8,0.0,24.0,83.4,8.8,2012,1,20,4
2012-01-21,29.2,94.6,33.9,0.5,20.5,90.5,9.9,2012,1,21,5
2012-01-22,28.4,89.5,43.8,0.0,21.3,94.3,7.3,2012,1,22,6
2012-01-23,37.3,97.7,29.7,0.0,33.3,100.0,7.1,2012,1,23,0
2012-01-24,44.3,86.0,119.7,0.0,40.5,35.4,7.2,2012,1,24,1
2012-01-25,40.4,78.9,86.9,0.0,36.1,65.4,6.6,2012,1,25,2
2012-01-26,46.1,92.0,45.6,0.0,42.4,98.6,8.0,2012,1,26,3
2012-01-27,51.9,84.3,64.1,0.2,46.9,65.0,16.8,2012,1,27,4
2012-01-28,40.9,73.2,126.9,0.0,35.9,9.2,9.3,2012,1,28,5
2012-01-29,38.0,53.6,126.5,0.0,31.1,16.5,10.6,2012,1,29,6
2012-01-30,36.0,58.4,133.6,0.0,28.9,6.6,10.0,2012,1,30,0
2012-01-31,48.4,68.0,120.7,0.0,43.3,12.7,12.6,2012,1,31,1
2012-02-01,54.8,72.9,87.6,0.0,52.1,57.8,10.1,2012,2,1,2
2012-02-02,46.6,88.4,31.3,0.8,42.8,93.6,8.0,2012,2,2,3
2012-02-03,38.8,77.2,125.5,0.0,34.6,29.2,5.9,2012,2,3,4
2012-02-04,37.5,88.8,55.4,0.1,33.9,74.2,4.9,2012,2,4,5
2012-02-05,37.1,78.4,83.9,0.0,32.0,63.8,6.7,2012,2,5,6
2012-02-06,38.8,74.8,145.9,0.0,33.6,0.9,7.6,2012,2,6,0
2012-02-07,42.3,71.8,147.0,0.0,37.2,22.8,8.6,2012,2,7,1
2012-02-08,36.9,86.5,35.9,0.3,32.0,86.4,6.6,2012,2,8,2
2012-02-09,34.3,68.8,152.6,0.0,27.7,8.9,8.9,2012,2,9,3
2012-02-10,37.3,76.1,111.8,0.1,35.3,76.4,3.0,2012,2,10,4
2012-02-11,32.7,83.9,70.8,0.1,23.4,96.6,14.2,2012,2,11,5
2012-02-12,25.2,56.1,124.0,0.0,11.8,57.1,18.7,2012,2,12,6
2012-02-13,32.6,55.7,159.3,0.0,25.7,26.7,7.8,2012,2,13,0
2012-02-14,40.0,75.4,84.6,0.0,35.5,92.3,6.9,2012,2,14,1
2012-02-15,42.3,78.1,133.7,0.0,37.4,26.2,9.0,2012,2,15,2
2012-02-16,41.3,91.9,29.7,0.1,36.7,84.6,7.5,2012,2,16,3
2012-02-17,43.7,78.2,145.6,0.0,38.9,44.5,9.2,2012,2,17,4
2012-02-18,42.6,74.9,159.4,0.0,38.4,44.9,9.0,2012,2,18,5
2012-02-19,38.1,71.7,84.0,0.2,31.9,97.8,8.6,2012,2,19,6
2012-02-20,35.6,76.4,154.7,0.0,29.0,40.5,9.4,2012,2,20,0
2012-02-21,38.7,80.0,120.9,0.0,32.4,39.5,10.9,2012,2,21,1
2012-02-22,49.5,80.3,135.3,0.3,45.6,59.8,10.0,2012,2,22,2
2012-02-23,52.1,81.8,91.1,0.0,49.2,82.2,8.5,2012,2,23,3
2012-02-24,50.7,89.3,79.5,1.0,47.0,89.0,10.7,2012,2,24,4
2012-02-25,36.5,64.7,149.0,0.0,26.6,25.0,17.9,2012,2,25,5
2012-02-26,36.7,63.3,186.5,0.0,30.7,0.8,7.9,2012,2,26,6
2012-02-27,45.4,72.7,169.9,0.0,40.1,13.8,11.5,2012,2,27,0
2012-02-28,43.0,63.9,191.0,0.0,38.3,7.5,8.2,2012,2,28,1
2012-02-29,46.9,92.7,18.8,1.6,42.3,81.4,10.0,2012,2,29,2
2012-03-01,53.0,84.6,93.2,0.1,50.0,41.3,9.8,2012,3,1,3
2012-03-02,45.1,83.5,158.5,0.2,41.1,48.7,8.7,2012,3,2,4
2012-03-03,48.7,80.4,73.5,0.2,45.0,92.5,9.0,2012,3,3,5
2012-03-04,39.5,63.6,116.4,0.0,32.9,74.0,10.4,2012,3,4,6
2012-03-05,34.7,67.3,94.1,0.0,28.3,51.6,8.3,2012,3,5,0
2012-03-06,35.8,61.7,205.7,0.0,30.7,0.0,6.7,2012,3,6,1
2012-03-07,49.6,76.1,195.8,0.0,44.4,20.2,14.1,2012,3,7,2
2012-03-08,59.6,79.7,126.9,0.0,56.6,72.8,17.5,2012,3,8,3
2012-03-09,46.6,64.6,118.0,0.2,41.0,84.6,12.9,2012,3,9,4
2012-03-10,36.8,54.2,215.5,0.0,31.7,26.3,6.7,2012,3,10,5
2012-03-11,44.4,67.8,213.8,0.0,39.7,31.9,9.2,2012,3,11,6
2012-03-12,54.2,73.1,134.0,0.0,51.6,79.8,9.2,2012,3,12,0
2012-03-13,63.9,82.5,176.4,0.3,63.6,48.8,10.0,2012,3,13,1
2012-03-14,63.9,67.1,197.4,0.0,64.0,27.4,6.3,2012,3,14,2
2012-03-15,62.9,75.4,218.3,0.0,62.6,21.6,7.3,2012,3,15,3
2012-03-16,53.0,87.7,105.2,0.0,52.1,95.5,3.7,2012,3,16,4
2012-03-17,56.9,90.0,138.0,0.0,56.1,59.7,5.6,2012,3,17,5
2012-03-18,55.9,84.4,148.8,0.0,55.0,54.0,5.4,2012,3,18,6
2012-03-19,59.7,93.1,63.9,0.2,59.1,76.9,6.3,2012,3,19,0
2012-03-20,61.9,92.1,101.5,0.1,61.8,84.6,5.5,2012,3,20,1
2012-03-21,60.9,93.1,60.7,0.0,60.9,97.7,3.4,2012,3,21,2
2012-03-22,62.8,94.5,80.2,0.2,62.8,85.9,3.8,2012,3,22,3
2012-03-23,66.7,86.1,148.0,0.0,67.5,77.2,5.3,2012,3,23,4
2012-03-24,58.1,95.7,29.8,0.5,56.2,99.9,9.8,2012,3,24,5
2012-03-25,54.2,91.1,89.2,0.1,52.0,92.2,7.8,2012,3,25,6
2012-03-26,50.1,64.5,250.2,0.0,44.8,18.9,16.0,2012,3,26,0
2012-03-27,41.6,49.4,254.1,0.0,37.1,7.0,7.0,2012,3,27,1
2012-03-28,57.7,71.7,199.0,0.2,55.2,48.8,12.9,2012,3,28,2
2012-03-29,53.4,70.2,147.4,0.0,50.1,42.6,10.7,2012,3,29,3
2012-03-30,47.0,77.5,155.0,0.0,44.0,52.9,6.5,2012,3,30,4
2012-03-31,49.7,87.5,107.0,0.0,46.3,88.8,8.8,2012,3,31,5
2012-04-01,50.6,81.6,108.0,0.3,49.0,92.1,5.3,2012,4,1,6
2012-04-02,49.4,68.7,261.7,0.1,45.1,28.2,11.6,2012,4,2,0
2012-04-03,53.5,53.9,252.8,0.0,51.9,12.3,5.2,2012,4,3,1
2012-04-04,60.9,65.4,164.5,0.0,60.6,67.8,8.8,2012,4,4,2
2012-04-05,51.0,61.8,193.2,0.0,49.0,57.1,5.3,2012,4,5,3
2012-04-06,47.7,52.6,276.8,0.0,43.0,7.7,10.8,2012,4,6,4
2012-04-07,50.1,47.2,280.1,0.0,46.7,0.0,9.1,2012,4,7,5
2012-04-08,54.7,51.1,252.2,0.0,52.4,16.7,9.5,2012,4,8,6
2012-04-09,53.5,52.8,234.8,0.1,50.1,37.2,11.5,2012,4,9,0
2012-04-10,51.3,60.3,155.0,0.0,47.7,50.7,10.3,2012,4,10,1
2012-04-11,44.2,63.2,195.0,0.0,38.5,47.9,11.1,2012,4,11,2
2012-04-12,48.7,61.1,227.8,0.0,44.8,38.7,9.5,2012,4,12,3
2012-04-13,52.1,55.6,276.2,0.0,50.5,32.0,4.8,2012,4,13,4
2012-04-14,59.8,54.8,211.5,0.0,59.1,69.2,8.9,2012,4,14,5
2012-04-15,68.0,69.0,176.8,0.1,68.5,75.0,9.4,2012,4,15,6
2012-04-16,73.8,63.5,283.9,0.0,75.1,25.5,10.5,2012,4,16,0
2012-04-17,64.0,55.9,114.3,0.0,63.1,68.7,10.3,2012,4,17,1
2012-04-18,53.2,77.3,71.2,0.3,51.4,98.9,6.7,2012,4,18,2
2012-04-19,57.8,74.7,257.4,0.0,57.5,43.8,3.0,2012,4,19,3
2012-04-20,60.3,75.4,289.7,0.0,60.8,10.4,5.1,2012,4,20,4
2012-04-21,63.4,79.7,220.9,0.3,62.9,56.7,9.8,2012,4,21,5
2012-04-22,47.2,93.0,27.9,1.7,41.1,100.0,14.7,2012,4,22,6
2012-04-23,42.5,85.6,100.8,0.1,35.8,94.0,13.1,2012,4,23,0
2012-04-24,50.1,61.2,231.2,0.0,46.7,73.8,9.1,2012,4,24,1
2012-04-25,54.3,58.2,294.8,0.0,52.9,36.6,5.8,2012,4,25,2
2012-04-26,57.9,89.5,67.0,0.2,56.5,87.5,7.8,2012,4,26,3
2012-04-27,51.5,61.0,268.1,0.0,47.5,20.0,11.8,2012,4,27,4
2012-04-28,50.2,60.3,220.2,0.3,48.6,57.1,4.2,2012,4,28,5
2012-04-29,53.5,75.0,305.6,0.1,52.8,50.8,3.2,2012,4,29,6
2012-04-30,55.5,68.0,143.8,0.0,53.3,84.5,8.9,2012,4,30,0
2012-05-01,69.4,81.1,196.7,0.1,69.9,85.3,8.4,2012,5,1,1
2012-05-02,64.6,82.8,229.9,0.0,65.4,72.3,5.0,2012,5,2,2
2012-05-03,64.1,83.4,195.2,0.0,64.7,63.5,5.1,2012,5,3,3
2012-05-04,71.4,79.6,224.4,0.1,73.2,70.4,3.1,2012,5,4,4
2012-05-05,67.8,88.1,233.5,0.5,69.2,61.6,6.0,2012,5,5,5
2012-05-06,61.9,87.5,139.8,0.0,61.5,85.8,6.5,2012,5,6,6
2012-05-07,60.8,74.8,136.1,0.0,59.8,90.5,9.6,2012,5,7,0
2012-05-08,64.9,81.3,148.7,0.3,64.7,90.8,12.0,2012,5,8,1
2012-05-09,66.2,82.8,177.7,0.4,66.8,99.8,6.5,2012,5,9,2
2012-05-10,57.6,66.2,322.7,0.0,55.3,13.4,11.3,2012,5,10,3
2012-05-11,58.9,50.9,330.7,0.0,57.4,0.0,8.0,2012,5,11,4
2012-05-12,63.6,56.9,273.8,0.0,63.8,48.3,5.3,2012,5,12,5
2012-05-13,66.8,72.4,231.4,0.2,67.1,84.1,7.5,2012,5,13,6
2012-05-14,64.4,87.5,119.2,0.5,64.1,99.1,8.0,2012,5,14,0
2012-05-15,69.1,90.4,200.6,0.9,70.4,87.4,5.9,2012,5,15,1
2012-05-16,70.0,73.9,209.5,0.0,70.9,77.0,4.8,2012,5,16,2
2012-05-17,62.5,63.0,289.8,0.0,62.3,57.5,8.8,2012,5,17,3
2012-05-18,61.2,67.1,291.7,0.0,61.6,32.2,6.1,2012,5,18,4
2012-05-19,63.6,65.1,300.1,0.0,63.9,41.7,4.8,2012,5,19,5
2012-05-20,67.1,70.8,323.9,0.1,67.8,13.3,9.4,2012,5,20,6
2012-05-21,65.4,94.9,68.1,0.5,65.3,92.7,7.2,2012,5,21,0
2012-05-22,68.1,90.1,220.4,0.2,69.5,76.5,3.8,2012,5,22,1
2012-05-23,69.1,91.0,161.0,0.3,70.5,89.3,3.5,2012,5,23,2
2012-05-24,69.7,89.9,226.7,0.2,71.3,59.2,6.1,2012,5,24,3
2012-05-25,73.5,82.3,255.2,0.0,75.6,44.9,5.2,2012,5,25,4
2012-05-26,74.0,82.0,207.3,0.0,76.7,55.8,6.3,2012,5,26,5
2012-05-27,74.9,79.7,234.2,0.0,77.8,37.8,6.8,2012,5,27,6
2012-05-28,79.1,72.5,322.7,0.0,82.7,12.8,6.9,2012,5,28,0
2012-05-29,79.3,68.0,326.8,0.0,82.8,17.8,9.2,2012,5,29,1
2012-05-30,70.9,76.6,159.5,0.0,72.4,86.3,4.1,2012,5,30,2
2012-05-31,71.6,60.2,327.8,0.0,72.0,8.2,6.2,2012,5,31,3
2012-06-01,71.9,82.1,248.5,1.4,73.7,58.3,11.3,2012,6,1,4
2012-06-02,63.7,65.3,309.7,0.0,64.2,30.3,7.6,2012,6,2,5
2012-06-03,67.5,54.0,315.0,0.0,68.0,34.3,7.8,2012,6,3,6
2012-06-04,64.5,66.6,301.0,0.1,65.4,28.5,9.7,2012,6,4,0
2012-06-05,60.9,75.3,252.8,0.1,60.3,74.8,6.0,2012,6,5,1
2012-06-06,63.6,75.3,238.8,0.0,64.6,62.2,3.7,2012,6,6,2
2012-06-07,66.9,69.3,264.7,0.0,67.7,25.6,4.9,2012,6,7,3
2012-06-08,69.8,56.5,341.7,0.0,70.1,13.8,5.8,2012,6,8,4
2012-06-09,74.7,51.2,323.5,0.0,75.6,17.8,6.3,2012,6,9,5
2012-06-10,77.0,56.3,250.7,0.0,78.8,44.0,4.6,2012,6,10,6
2012-06-11,77.1,62.0,248.0,0.0,78.6,81.9,6.8,2012,6,11,0
2012-06-12,71.1,94.7,37.9,1.2,74.7,98.3,7.9,2012,6,12,1
2012-06-13,70.4,64.2,245.8,0.0,71.7,79.8,11.4,2012,6,13,2
2012-06-14,67.5,81.5,98.3,0.0,69.0,63.9,7.3,2012,6,14,3
2012-06-15,67.3,68.8,326.8,0.0,68.3,15.3,5.9,2012,6,15,4
2012-06-16,66.7,63.0,272.0,0.0,67.3,37.2,5.4,2012,6,16,5
2012-06-17,64.4,72.8,318.0,0.0,65.6,41.6,5.9,2012,6,17,6
2012-06-18,65.1,80.3,153.9,0.3,65.9,80.0,6.0,2012,6,18,0
2012-06-19,74.9,76.2,248.1,0.0,77.9,53.4,4.0,2012,6,19,1
2012-06-20,81.9,63.8,317.3,0.0,85.6,30.6,4.2,2012,6,20,2
2012-06-21,85.0,54.1,313.2,0.0,88.4,16.5,4.5,2012,6,21,3
2012-06-22,82.9,60.2,259.9,0.0,86.2,59.5,4.8,2012,6,22,4
2012-06-23,76.0,61.7,335.8,0.0,76.8,34.0,5.4,2012,6,23,5
2012-06-24,77.1,56.8,283.4,0.1,78.2,52.3,4.0,2012,6,24,6
2012-06-25,74.2,59.5,191.4,0.0,76.5,62.0,8.8,2012,6,25,0
2012-06-26,67.6,49.2,346.5,0.0,67.6,1.2,9.3,2012,6,26,1
2012-06-27,73.5,46.6,342.5,0.0,74.3,7.2,8.2,2012,6,27,2
2012-06-28,80.1,41.4,312.7,0.0,80.4,33.6,6.5,2012,6,28,3
2012-06-29,88.2,50.8,332.8,0.0,92.7,15.9,6.1,2012,6,29,4
2012-06-30,83.1,52.1,333.4,0.0,85.8,29.8,5.5,2012,6,30,5
2012-07-01,85.4,49.5,334.3,0.0,87.4,1.4,6.0,2012,7,1,6
2012-07-02,81.8,45.5,312.5,0.0,83.1,30.6,6.1,2012,7,2,0
2012-07-03,82.6,49.0,275.2,0.0,83.7,51.1,3.9,2012,7,3,1
2012-07-04,85.2,49.8,323.0,0.0,87.7,41.2,6.2,2012,7,4,2
2012-07-05,88.1,46.9,239.4,0.0,90.6,60.2,7.2,2012,7,5,3
2012-07-06,85.5,49.2,333.5,0.0,87.5,25.4,4.0,2012,7,6,4
2012-07-07,90.5,42.2,211.2,0.0,93.1,82.8,6.2,2012,7,7,5
2012-07-08,87.3,60.5,218.3,0.1,93.6,84.6,5.5,2012,7,8,6
2012-07-09,78.3,70.1,226.0,0.1,81.4,69.8,4.8,2012,7,9,0
2012-07-10,77.1,70.2,181.1,0.0,78.7,70.9,3.8,2012,7,10,1
2012-07-11,78.3,59.4,205.5,0.0,79.9,95.4,6.1,2012,7,11,2
2012-07-12,77.1,52.1,265.1,0.0,77.6,83.1,4.8,2012,7,12,3
2012-07-13,76.6,52.0,155.0,0.0,78.3,96.8,2.7,2012,7,13,4
2012-07-14,76.1,77.0,172.9,0.2,79.7,96.0,3.9,2012,7,14,5
2012-07-15,82.4,64.3,262.2,0.1,86.0,76.2,6.5,2012,7,15,6
2012-07-16,82.3,63.2,266.3,0.0,85.8,60.9,6.3,2012,7,16,0
2012-07-17,86.4,42.4,254.2,0.0,87.5,52.8,6.0,2012,7,17,1
2012-07-18,86.6,54.8,245.0,0.0,90.8,36.9,5.6,2012,7,18,2
2012-07-19,83.0,64.5,242.5,0.0,86.8,62.6,6.0,2012,7,19,3
2012-07-20,74.6,83.4,180.6,0.5,77.9,89.8,6.8,2012,7,20,4
2012-07-21,66.2,94.5,31.5,0.4,66.2,97.3,6.2,2012,7,21,5
2012-07-22,71.9,84.2,127.9,0.0,73.5,72.2,2.5,2012,7,22,6
2012-07-23,79.7,67.2,245.5,0.0,82.2,29.5,6.1,2012,7,23,0
2012-07-24,85.7,53.3,294.6,0.0,89.1,17.3,12.1,2012,7,24,1
2012-07-25,78.4,44.6,307.2,0.0,80.4,26.5,5.5,2012,7,25,2
2012-07-26,86.5,51.1,285.8,0.0,90.9,18.7,8.0,2012,7,26,3
2012-07-27,83.0,58.6,258.3,0.0,86.6,34.3,5.0,2012,7,27,4
2012-07-28,83.0,59.4,270.2,0.0,86.3,33.8,4.4,2012,7,28,5
2012-07-29,79.0,63.0,294.9,0.0,81.8,22.3,5.6,2012,7,29,6
2012-07-30,78.6,68.2,289.8,0.0,80.9,21.9,6.4,2012,7,30,0
2012-07-31,78.8,68.0,259.6,0.0,80.9,40.2,5.9,2012,7,31,1
2012-08-01,79.6,66.3,234.9,0.0,82.6,57.3,2.9,2012,8,1,2
2012-08-02,80.9,64.8,230.5,0.0,83.3,25.3,3.4,2012,8,2,3
2012-08-03,83.5,55.5,235.6,0.0,86.5,71.8,6.3,2012,8,3,4
2012-08-04,84.3,62.4,207.2,0.0,88.1,24.0,7.8,2012,8,4,5
2012-08-05,85.6,53.7,207.7,0.0,88.7,54.6,10.7,2012,8,5,6
2012-08-06,80.6,66.4,195.2,0.1,84.3,95.1,4.0,2012,8,6,0
2012-08-07,79.1,67.3,185.2,0.0,82.0,99.8,3.0,2012,8,7,1
2012-08-08,80.8,66.5,208.8,0.0,83.6,62.5,2.1,2012,8,8,2
2012-08-09,83.0,58.5,279.0,0.0,85.3,30.0,4.3,2012,8,9,3
2012-08-10,78.7,66.4,166.9,0.5,81.6,81.3,7.7,2012,8,10,4
2012-08-11,77.1,76.7,246.7,0.4,81.0,77.7,7.2,2012,8,11,5
2012-08-12,75.9,54.6,208.9,0.0,76.9,77.4,4.7,2012,8,12,6
2012-08-13,77.4,56.7,204.8,0.0,78.7,48.2,3.9,2012,8,13,0
2012-08-14,80.2,65.3,197.6,0.0,83.0,78.0,4.5,2012,8,14,1
2012-08-15,76.8,62.1,176.4,0.0,79.7,59.4,5.7,2012,8,15,2
2012-08-16,77.2,53.7,294.9,0.0,79.0,0.8,5.5,2012,8,16,3
2012-08-17,79.9,49.2,192.9,0.0,81.1,74.0,6.3,2012,8,17,4
2012-08-18,75.0,50.6,287.5,0.0,76.0,35.2,6.5,2012,8,18,5
2012-08-19,72.0,63.4,164.4,0.0,72.6,87.8,4.2,2012,8,19,6
2012-08-20,70.1,77.6,163.9,0.1,71.3,78.2,4.1,2012,8,20,0
2012-08-21,73.2,64.4,183.3,0.0,73.9,82.4,3.4,2012,8,21,1
2012-08-22,75.8,60.5,239.3,0.0,76.8,52.4,2.8,2012,8,22,2
2012-08-23,77.1,58.9,186.4,0.0,78.3,89.2,3.3,2012,8,23,3
2012-08-24,76.3,58.1,171.8,0.0,77.0,99.5,3.9,2012,8,24,4
2012-08-25,73.3,72.0,128.5,0.5,75.1,94.9,8.9,2012,8,25,5
2012-08-26,72.5,93.9,139.5,1.2,75.6,71.7,7.9,2012,8,26,6
2012-08-27,77.2,80.2,228.9,0.2,81.0,51.4,5.8,2012,8,27,0
2012-08-28,77.3,63.3,191.9,0.0,79.6,30.0,6.8,2012,8,28,1
2012-08-29,74.3,58.0,274.8,0.0,74.8,0.4,3.9,2012,8,29,2
2012-08-30,75.4,63.1,267.1,0.0,76.9,2.1,3.0,2012,8,30,3
2012-08-31,80.7,54.1,273.8,0.0,82.0,7.2,6.1,2012,8,31,4
2012-09-01,83.0,61.7,140.8,0.1,86.5,96.0,5.9,2012,9,1,5
2012-09-02,77.9,83.4,137.8,0.2,82.9,97.1,2.5,2012,9,2,6
2012-09-03,77.2,85.8,173.8,0.4,82.2,72.8,6.1,2012,9,3,0
2012-09-04,79.0,78.6,151.6,0.1,83.4,85.7,8.0,2012,9,4,1
2012-09-05,78.9,79.8,204.4,0.5,84.0,38.4,7.0,2012,9,5,2
2012-09-06,75.9,82.2,138.0,0.1,79.8,40.8,3.7,2012,9,6,3
2012-09-07,77.8,67.9,252.9,0.0,79.7,0.2,5.0,2012,9,7,4
2012-09-08,73.8,76.0,181.3,0.1,75.0,71.0,9.7,2012,9,8,5
2012-09-09,67.7,58.4,225.1,0.0,67.6,21.2,7.4,2012,9,9,6
2012-09-10,64.6,52.5,256.2,0.0,64.7,0.0,7.9,2012,9,10,0
2012-09-11,64.0,53.2,254.4,0.0,63.9,2.6,3.0,2012,9,11,1
2012-09-12,66.0,59.5,252.1,0.0,66.1,0.0,4.8,2012,9,12,2
2012-09-13,66.7,64.8,248.5,0.0,67.0,0.0,3.8,2012,9,13,3
2012-09-14,69.3,66.8,186.5,0.0,69.8,61.1,3.9,2012,9,14,4
2012-09-15,66.1,55.8,225.4,0.0,66.2,48.5,8.3,2012,9,15,5
2012-09-16,63.4,61.4,142.7,0.0,63.7,71.9,3.7,2012,9,16,6
2012-09-17,66.0,71.3,183.8,0.0,67.0,53.9,5.3,2012,9,17,0
2012-09-18,69.7,93.1,30.4,1.1,72.1,98.7,13.3,2012,9,18,1
2012-09-19,61.4,60.3,164.2,0.0,61.0,57.8,6.9,2012,9,19,2
2012-09-20,61.7,63.8,157.8,0.0,62.2,43.3,4.4,2012,9,20,3
2012-09-21,66.8,70.5,227.8,0.0,67.3,1.2,6.4,2012,9,21,4
2012-09-22,72.9,59.6,214.2,0.0,73.4,23.9,9.7,2012,9,22,5
2012-09-23,59.7,53.3,231.1,0.0,58.4,8.0,7.4,2012,9,23,6
2012-09-24,57.8,52.0,157.8,0.0,57.1,42.2,4.9,2012,9,24,0
2012-09-25,63.4,48.2,220.8,0.0,62.9,22.1,9.1,2012,9,25,1
2012-09-26,72.0,55.5,187.0,0.0,72.6,53.9,9.4,2012,9,26,2
2012-09-27,73.6,63.1,162.2,0.0,75.2,71.6,5.4,2012,9,27,3
2012-09-28,69.6,65.0,145.8,0.0,70.3,76.8,5.4,2012,9,28,4
2012-09-29,60.7,61.2,135.6,0.0,60.2,66.1,6.8,2012,9,29,5
2012-09-30,59.9,64.5,166.2,0.0,60.0,40.8,5.9,2012,9,30,6
2012-10-01,59.7,73.1,100.5,0.0,59.2,86.0,4.2,2012,10,1,0
2012-10-02,67.6,96.1,45.3,1.0,69.4,93.9,4.4,2012,10,2,1
2012-10-03,73.6,79.9,134.5,0.0,76.7,91.0,3.8,2012,10,3,2
2012-10-04,70.2,80.0,91.1,0.0,71.6,56.2,5.0,2012,10,4,3
2012-10-05,69.0,58.1,199.0,0.0,69.4,0.0,6.2,2012,10,5,4
2012-10-06,63.6,63.5,144.1,0.0,63.5,30.6,10.2,2012,10,6,5
2012-10-07,50.3,80.3,14.5,0.2,48.2,76.5,5.8,2012,10,7,6
2012-10-08,47.3,76.9,58.6,0.0,44.1,80.0,6.7,2012,10,8,0
2012-10-09,52.7,91.4,44.2,0.2,50.7,98.4,6.2,2012,10,9,1
2012-10-10,58.4,70.2,159.2,0.0,57.2,33.1,7.4,2012,10,10,2
2012-10-11,51.5,52.3,192.4,0.0,48.7,0.4,7.5,2012,10,11,3
2012-10-12,51.8,56.8,185.0,0.0,48.9,9.6,9.6,2012,10,12,4
2012-10-13,48.6,48.1,174.1,0.0,45.9,34.8,6.3,2012,10,13,5
2012-10-14,62.1,57.4,167.6,0.0,61.0,37.2,13.0,2012,10,14,6
2012-10-15,62.7,81.8,41.2,0.5,61.4,80.5,12.5,2012,10,15,0
2012-10-16,53.4,68.6,180.2,0.0,51.2,2.1,8.0,2012,10,16,1
2012-10-17,54.9,73.0,121.8,0.0,54.2,55.3,4.8,2012,10,17,2
2012-10-18,61.1,75.3,107.9,0.0,60.0,50.3,9.8,2012,10,18,3
2012-10-19,65.1,80.0,115.8,0.5,65.8,50.4,7.0,2012,10,19,4
2012-10-20,56.7,59.8,132.4,0.0,55.4,27.9,6.8,2012,10,20,5
2012-10-21,54.7,63.0,170.0,0.0,52.4,1.0,8.3,2012,10,21,6
2012-10-22,56.6,59.4,164.3,0.0,55.3,9.8,6.0,2012,10,22,0
2012-10-23,64.6,58.1,135.3,0.0,64.5,63.8,5.8,2012,10,23,1
2012-10-24,66.8,64.4,118.6,0.0,67.1,39.5,3.6,2012,10,24,2
2012-10-25,63.2,83.2,116.1,0.0,63.5,28.0,7.0,2012,10,25,3
2012-10-26,63.1,87.3,49.2,0.0,63.0,97.1,5.5,2012,10,26,4
2012-10-27,61.9,71.1,90.8,0.0,60.9,99.2,9.7,2012,10,27,5
2012-10-28,56.0,83.2,26.3,0.6,52.4,100.0,14.6,2012,10,28,6
2012-10-29,48.3,93.2,4.6,4.9,40.2,100.0,27.0,2012,10,29,0
2012-10-30,39.1,97.3,35.0,0.8,31.4,99.1,14.2,2012,10,30,1
2012-10-31,44.4,85.6,65.5,0.0,40.2,91.5,7.7,2012,10,31,2
2012-11-01,45.0,81.1,49.9,0.1,40.4,83.5,8.5,2012,11,1,3
2012-11-02,44.1,74.2,108.0,0.0,38.4,38.2,11.2,2012,11,2,4
2012-11-03,43.1,69.8,84.9,0.0,36.9,68.9,12.1,2012,11,3,5
2012-11-04,41.4,71.2,99.7,0.0,37.0,33.4,6.8,2012,11,4,6
2012-11-05,39.8,67.5,100.8,0.0,34.4,41.3,8.0,2012,11,5,0
2012-11-06,38.0,67.2,115.5,0.0,33.1,60.3,6.9,2012,11,6,1
2012-11-07,38.8,66.9,45.5,0.1,31.7,99.6,11.1,2012,11,7,2
2012-11-08,41.9,54.4,106.7,0.0,34.8,46.2,13.7,2012,11,8,3
2012-11-09,44.2,69.0,134.4,0.0,39.9,0.0,8.8,2012,11,9,4
2012-11-10,48.5,73.2,112.8,0.0,46.6,38.4,5.2,2012,11,10,5
2012-11-11,52.8,75.9,131.4,0.0,50.6,8.8,7.2,2012,11,11,6
2012-11-12,58.5,88.0,53.5,0.1,56.6,81.6,10.5,2012,11,12,0
2012-11-13,43.8,77.0,65.7,0.7,38.0,54.8,11.2,2012,11,13,1
2012-11-14,38.5,70.2,129.2,0.0,33.5,23.0,7.2,2012,11,14,2
2012-11-15,41.4,75.3,64.0,0.0,38.1,97.7,5.2,2012,11,15,3
2012-11-16,42.5,68.0,85.8,0.0,38.4,50.8,6.8,2012,11,16,4
2012-11-17,41.9,70.8,125.4,0.0,37.2,19.1,7.5,2012,11,17,5
2012-11-18,44.5,81.7,69.9,0.0,39.7,96.1,9.0,2012,11,18,6
2012-11-19,46.2,82.1,36.9,0.0,41.8,96.5,9.0,2012,11,19,0
